,BOX_OFFICE,GAME_NO,DATE,STADIUM,HOST_LAMIGOÊ°ÉÁåø,HOST_‰∏≠‰ø°?ÑÂ?,HOST_ÂØåÈÇ¶?çÂ?,HOST_Áµ±‰?7-ELEVEn??CLIENT_LAMIGOÊ°ÉÁåø,CLIENT_‰∏≠‰ø°?ÑÂ?,CLIENT_ÂØåÈÇ¶?çÂ?,CLIENT_Áµ±‰?7-ELEVEn???∞Â?,?âÁæ©Â∏?Â§©Ê?,?óÂÖ≠,?∞Ë?,Ê°ÉÂ?,Ê¥≤È?,ÊæÑÊ?Êπ??±ËìÆ,Fri,Sat,Sun,Thu,Tue,Wed,Ê∞?∫´(??,?∏Â?Ê∫ºÂ∫¶(%),?çÊ∞¥??mm),CLIENT_HR,CLIENT_ERR,HOST_HR,HOST_ERR,CLIENT_SCORE,HOST_SCORE,TIME,HOST_PA,HOST_AB,HOST_H,HOST_2B,HOST_3B,HOST_TB,HOST_SO,HOST_SB,HOST_CS_1,HOST_SAC,HOST_SF,HOST_BB,HOST_IBB,HOST_HBP,HOST_GIDP,HOST_LOB,HOST_PO,HOST_A,HOST_DP,HOST_TP.1,HOST_E,HOST_CS_2,HOST_PB,CLIENT_PA,CLIENT_AB,CLIENT_H,CLIENT_2B,CLIENT_3B,CLIENT_TB,CLIENT_SO,CLIENT_SB,CLIENT_CS_1,CLIENT_SAC,CLIENT_SF,CLIENT_BB,CLIENT_IBB,CLIENT_HBP,CLIENT_GIDP,CLIENT_LOB,CLIENT_PO,CLIENT_A,CLIENT_DP,CLIENT_TP.1,CLIENT_E,CLIENT_CS_2,CLIENT_PB,HOST_BF,HOST_NP_1,HOST_ER,HOST_AO,HOST_GO,HOST_NBB,HOST_BS,HOST_S,HOST_WP,HOST_BK,HOST_PO.1,HOST_A.1,HOST_DP.1,HOST_TP,HOST_E.1,HOST_PK,CLIENT_BF,CLIENT_NP_1,CLIENT_ER,CLIENT_AO,CLIENT_GO,CLIENT_NBB,CLIENT_BS,CLIENT_S,CLIENT_WP,CLIENT_BK,CLIENT_PO.1,CLIENT_A.1,CLIENT_DP.1,CLIENT_TP,CLIENT_E.1,CLIENT_PK
536,3297,62,2019/5/7,?∞Ë?,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19.08,85,0.25,0,1,1,1,0,4,154,32,29,10,1,0,14,10,2,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0,28,26,2,0,0,2,7,0,1,0,0,2,0,0,1,1,0,0,0,0,0,1,0,28,98,0,10,7,0,0,64,0,0,0,0,0,0,0,0,36,141,3,6,6,0,0,92,1,0,0,0
537,3910,63,2019/5/8,?∞Ë?,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21.01,90.08,0.04,0,1,0,0,1,6,191,23,22,5,1,0,6,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,33,30,7,0,0,7,9,0,1,0,1,2,0,0,1,5,0,0,0,0,0,1,0,33,131,1,8,7,0,0,82,1,0,0,0,0,0,0,0,34,145,5,13,8,0,0,90,0,0,0,0
538,3168,65,2019/5/10,?∞Ë?,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,21.96,84.17,0,0,1,0,1,4,3,235,36,34,10,1,0,11,6,1,0,0,1,1,0,0,1,10,0,0,0,0,0,0,0,40,31,7,2,0,9,8,1,0,2,0,4,2,1,1,9,0,0,0,0,0,0,0,40,166,3,8,8,0,0,97,4,0,0,0,0,0,0,0,42,166,2,11,8,0,0,111,1,0,0,0
539,6228,66,2019/5/10,Ê°ÉÂ?,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,21.92,85.17,0.04,0,0,1,1,3,8,240,38,32,12,2,1,19,5,0,1,1,0,5,0,0,1,6,0,0,0,0,0,1,0,43,37,11,3,0,14,8,1,0,0,0,5,0,1,1,13,0,0,0,0,0,0,0,43,186,3,11,7,0,0,114,0,0,0,0,0,0,0,0,38,126,8,5,11,0,0,83,1,0,0,0
540,4395,67,2019/5/11,?∞Ë?,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,23.64,84.33,0,0,0,0,0,2,0,193,27,24,4,0,0,4,1,0,0,2,0,1,0,0,0,5,0,0,0,0,0,0,0,33,27,6,2,0,8,5,2,0,2,0,4,0,0,0,6,0,0,0,0,0,0,0,37,143,2,8,12,0,0,100,0,0,0,0,0,0,0,0,34,133,0,6,16,0,0,91,0,0,0,0
541,12017,68,2019/5/11,Ê°ÉÂ?,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,23.03,85.62,0,1,2,1,2,5,7,232,36,32,11,3,0,17,3,1,0,1,0,2,0,1,0,6,0,0,0,0,0,0,0,40,36,11,2,1,18,7,1,1,0,1,3,0,0,0,8,0,0,0,0,0,1,0,40,146,4,10,9,0,0,99,0,0,0,0,0,0,0,0,37,148,7,6,13,0,0,100,0,0,0,0
542,4102,69,2019/5/12,?∞Ë?,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,26.31,80.33,0,0,1,1,0,0,5,173,29,23,7,0,1,12,4,1,1,0,2,1,1,2,0,7,0,0,0,0,0,1,0,25,24,7,2,0,9,8,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,33,143,0,7,6,0,0,90,0,0,0,0,0,0,0,0,36,125,4,6,12,0,0,76,1,0,0,0
543,8102,70,2019/5/12,Ê°ÉÂ?,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,25.07,84.46,0,0,0,0,2,4,9,190,40,34,13,1,0,14,4,0,0,1,2,3,0,0,0,8,0,0,0,0,0,0,0,38,37,11,1,0,12,4,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,40,142,5,13,9,0,0,91,3,0,0,0,0,0,0,0,41,129,9,13,8,0,0,90,0,0,0,0
544,3177,71,2019/5/14,Ê¥≤È?,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,28.59,79.62,0,0,1,0,2,3,2,208,38,35,7,2,0,9,6,0,0,0,0,3,0,0,1,6,0,0,0,0,0,0,0,35,32,5,2,0,7,7,2,0,0,0,2,1,0,1,5,0,0,0,0,0,0,0,40,140,1,7,15,0,1,94,0,0,0,0,0,0,0,0,38,136,2,12,10,0,1,92,0,0,0,0
545,3257,72,2019/5/15,Ê¥≤È?,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,28.87,81.58,0,1,0,1,0,3,1,202,36,32,8,1,0,12,5,0,3,0,0,3,0,1,0,8,0,0,0,0,0,3,0,32,31,10,1,0,14,6,0,1,0,0,1,0,0,2,5,0,0,0,0,0,1,0,36,113,3,7,11,0,0,73,1,0,0,0,0,0,0,0,36,146,1,15,4,0,0,90,0,0,0,0
546,3304,73,2019/5/15,Ê°ÉÂ?,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26.13,85.75,0,2,1,4,2,5,5,280,47,44,12,2,0,26,7,2,1,0,0,2,1,0,1,7,0,0,0,0,0,1,0,40,39,11,2,0,16,3,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,51,195,5,15,16,0,0,133,0,0,0,0,0,0,0,0,48,192,5,12,14,0,2,120,1,0,0,0
547,3443,74,2019/5/16,Ê°ÉÂ?,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,27.23,86.5,0,0,1,2,2,4,10,204,41,37,15,4,0,25,6,0,1,0,0,3,0,1,1,7,0,0,0,0,0,1,0,33,30,10,0,1,12,2,1,0,2,0,1,0,0,2,6,0,0,0,0,0,0,0,37,119,3,10,12,0,0,75,0,0,0,0,0,0,0,0,41,150,10,4,12,0,1,85,2,0,0,0
548,3624,75,2019/5/17,Ê¥≤È?,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,27.2,94.75,0.81,0,0,4,0,2,8,191,36,31,11,2,0,25,3,1,2,1,0,2,0,2,0,4,0,0,0,0,0,2,0,31,27,7,2,0,9,6,1,1,1,0,3,0,0,0,9,0,0,0,0,0,1,0,39,165,2,4,12,0,0,99,0,0,0,0,0,0,0,0,36,110,8,11,7,0,0,69,0,0,0,0
549,10181,77,2019/5/18,Ê¥≤È?,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26.78,99.96,3.02,3,0,1,0,7,4,169,28,27,10,1,0,14,2,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,27,20,6,2,0,11,0,0,1,0,1,5,1,0,0,5,0,0,0,0,0,1,0,35,125,7,10,8,0,0,74,0,0,0,0,0,0,0,0,28,100,4,6,9,0,0,73,0,0,0,0
550,5018,78,2019/5/18,Â§©Ê?,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,28.29,86.39,0.69,0,1,0,0,1,8,219,37,26,9,1,0,10,4,1,0,0,0,11,0,0,1,8,0,0,0,0,0,0,0,32,31,8,0,0,8,9,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,1,33,132,1,6,8,0,0,92,0,0,0,0,0,0,0,0,41,166,6,12,3,0,0,90,1,0,0,0
551,3666,80,2019/5/19,Â§©Ê?,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,29.23,82.65,0.17,2,2,3,1,9,10,229,42,38,18,4,0,31,2,0,0,1,1,2,0,0,2,8,0,0,0,0,0,0,0,43,38,14,1,0,21,3,0,1,2,0,3,0,0,0,7,0,0,0,0,0,1,0,43,134,9,11,11,0,1,94,1,0,0,0,0,0,0,0,42,141,8,11,8,0,0,89,0,0,0,0
552,2889,81,2019/5/21,?∞Â?,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.62,77.29,0,3,0,0,1,11,1,185,33,30,8,0,0,8,6,1,1,1,0,2,0,0,1,7,0,0,0,0,0,1,0,31,29,11,5,0,19,6,0,2,0,0,1,0,1,0,3,0,0,0,0,0,2,0,41,154,11,10,8,0,0,97,0,0,0,0,0,0,0,0,35,133,1,8,11,0,0,88,1,0,0,0
553,3156,82,2019/5/22,?∞Â?,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.23,69.92,0,0,0,0,0,1,0,169,26,26,1,0,0,1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,22,6,2,0,8,3,0,1,0,0,1,0,0,0,5,0,0,0,0,0,1,0,34,136,1,8,12,0,0,86,0,0,0,0,0,0,0,0,29,107,0,4,11,1,0,81,0,0,0,0
554,5158,83,2019/5/22,ÊæÑÊ?Êπ?0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25.6,76.42,0.19,0,1,0,0,3,2,210,38,33,9,0,0,9,4,1,0,0,0,4,0,1,2,9,0,0,0,0,0,0,0,35,33,7,4,0,11,6,0,0,0,0,2,0,0,1,5,0,0,0,0,0,0,0,35,132,3,9,11,0,0,78,0,0,0,0,0,0,0,0,38,157,2,8,12,0,0,93,1,0,0,0,0
555,4597,84,2019/5/23,ÊæÑÊ?Êπ?0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,26.21,77.5,0.04,2,3,0,2,7,0,205,33,32,5,1,0,6,13,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,0,41,36,10,2,0,18,5,1,0,0,0,3,0,2,2,7,0,0,0,0,0,0,0,41,160,7,9,12,0,0,96,4,0,0,0,0,0,0,0,33,129,0,2,12,0,0,94,0,0,0,0,0
556,4009,85,2019/5/24,?∞Â?,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27.36,72.33,0,1,0,0,2,5,2,189,29,28,5,2,0,7,8,1,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,39,35,8,1,0,12,8,1,0,1,0,3,0,0,1,7,0,0,0,0,0,0,0,39,128,4,7,13,0,0,83,0,0,0,0,0,0,0,0,32,139,2,5,11,0,0,93,1,0,0,0
557,5219,86,2019/5/24,?∞Ë?,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26.76,67.04,0,1,0,1,0,4,9,236,37,31,12,2,0,14,6,2,0,0,1,4,0,1,0,8,0,0,0,0,0,0,0,41,34,9,2,0,14,10,0,1,0,0,6,0,1,0,10,0,0,0,0,0,1,0,41,178,4,4,11,0,0,104,0,0,0,0,0,0,0,0,43,146,9,4,12,0,0,91,1,0,0,0
558,6058,87,2019/5/25,?∞Â?,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.96,72.38,0,1,4,1,0,6,10,254,37,29,5,2,0,10,6,1,0,1,1,6,0,0,1,7,0,0,0,0,0,0,0,42,33,8,1,0,12,6,1,0,0,1,6,1,1,0,9,0,0,0,0,0,0,0,42,161,6,9,11,0,1,89,0,0,0,0,0,0,0,0,42,166,7,12,10,0,0,101,0,0,0,0
559,6678,88,2019/5/25,?∞Ë?,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,27.68,56.08,0,0,0,1,1,1,7,179,31,26,12,3,0,15,1,0,0,1,0,4,0,0,1,8,0,0,0,0,0,0,0,32,31,5,0,0,5,8,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,32,111,0,9,9,0,0,73,0,0,0,0,0,0,0,0,40,141,7,9,10,0,0,81,2,0,0,0
560,5090,89,2019/5/26,?∞Â?,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.84,69.08,0,0,0,1,1,2,6,183,34,25,6,3,0,12,5,4,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,32,31,6,0,0,6,5,1,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,32,110,0,9,11,0,0,81,0,0,0,0,0,0,0,0,39,160,6,12,6,0,0,85,0,0,0,0
561,5610,90,2019/5/26,?∞Ë?,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,27.58,63.96,0,1,2,0,2,6,5,215,35,32,8,0,0,8,3,0,0,0,0,2,0,1,0,7,0,0,0,0,0,0,0,41,35,10,0,0,13,7,0,0,2,1,3,0,0,0,8,0,0,0,0,0,0,0,41,146,4,10,11,0,0,95,3,0,0,0,0,0,0,0,39,137,4,10,13,0,0,90,1,0,0,0
562,3783,92,2019/5/29,Ê°ÉÂ?,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,21.54,75.75,0.02,1,1,0,0,2,3,186,38,30,7,0,0,7,6,1,0,2,1,3,1,1,0,9,0,0,0,0,0,0,0,36,33,9,1,0,13,5,1,1,2,0,0,0,1,0,7,0,0,0,0,0,1,0,36,120,2,10,11,0,0,80,0,0,0,0,0,0,0,0,38,149,3,11,9,0,0,93,0,0,0,0
563,2897,93,2019/5/29,?∞Ë?,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22.61,67.38,0,0,0,1,2,10,4,195,29,25,8,2,1,12,4,0,1,1,1,1,0,1,1,5,0,0,0,0,0,1,0,37,35,14,3,0,17,4,0,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,42,154,6,6,14,0,0,95,0,0,0,0,0,0,0,0,37,140,4,9,10,0,0,100,0,0,0,0
564,3283,94,2019/5/30,?∞Ë?,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,25.92,73.12,0,2,1,2,0,5,8,211,35,31,11,0,0,17,3,1,0,1,0,3,0,0,1,7,0,0,0,0,0,0,0,32,26,7,1,0,14,7,1,0,0,2,3,0,1,3,4,0,0,0,0,0,0,0,36,156,5,11,5,0,0,98,0,0,0,0,0,0,0,0,39,158,8,9,12,0,0,100,0,0,0,0
565,3284,95,2019/5/31,Ê¥≤È?,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,28.6,81.71,0,1,0,1,3,6,2,251,37,30,6,1,0,10,13,4,0,1,0,5,1,0,1,8,0,0,0,0,0,0,0,37,32,7,1,1,13,8,1,0,0,0,5,0,0,1,7,0,0,0,0,0,0,0,41,156,4,10,8,0,0,95,1,0,0,0,0,0,0,0,37,157,2,8,4,0,0,97,1,0,0,0
566,7010,96,2019/5/31,Ê°ÉÂ?,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,26.37,81.75,0,2,0,0,1,5,2,211,34,32,7,1,1,10,5,1,1,0,0,2,0,0,0,6,0,0,0,0,0,1,0,32,29,12,2,0,20,7,1,0,2,0,1,0,0,1,7,0,0,0,0,0,0,0,41,144,5,4,11,0,0,99,0,0,0,0,0,0,0,0,35,123,2,14,6,0,0,79,0,0,0,0
567,14441,98,2019/6/1,Ê°ÉÂ?,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,26.16,87.46,0.02,4,1,2,1,10,16,275,47,38,19,2,0,27,4,1,1,0,0,8,1,0,3,10,0,0,0,0,0,1,0,38,32,12,2,0,23,6,2,0,1,0,5,0,0,0,8,0,0,0,0,0,0,0,45,166,10,5,15,0,0,99,0,0,0,0,0,0,0,0,52,213,15,9,6,0,0,127,3,0,0,0
568,6872,97,2019/6/1,Ê¥≤È?,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,28.23,88.08,0.17,3,1,3,0,7,19,234,48,39,17,2,0,28,7,2,0,0,1,6,0,2,1,5,0,0,0,0,0,0,2,36,33,12,2,0,23,2,0,1,0,0,3,0,0,2,5,0,0,0,0,0,1,1,39,144,7,12,8,0,0,96,0,0,0,0,0,0,0,0,43,154,18,6,7,0,0,100,0,0,0,0
569,4316,99,2019/6/2,Ê¥≤È?,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,28.9,80.58,0.56,1,0,1,0,4,3,192,33,32,7,0,0,10,3,1,1,0,0,1,0,0,1,3,0,0,0,0,0,1,0,40,34,12,1,0,16,8,1,2,1,0,3,0,2,1,9,0,0,0,0,0,2,0,40,154,4,7,8,0,0,94,0,0,0,0,0,0,0,0,33,102,3,10,12,0,0,64,0,0,0,0
570,10161,100,2019/6/2,Ê°ÉÂ?,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,28.15,77.67,0.02,2,0,0,0,5,0,171,26,26,2,0,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,26,22,7,0,0,13,2,1,0,1,1,2,0,0,0,3,0,0,0,0,0,0,0,37,115,5,15,8,0,0,73,0,0,0,0,0,0,0,0,29,128,0,14,8,0,0,84,0,0,0,0
571,3011,102,2019/6/5,?∞Â?,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.81,67.62,0,2,1,0,1,8,0,205,32,30,4,1,0,5,7,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,40,36,13,1,0,20,2,1,1,0,1,3,0,0,0,8,0,0,0,0,0,1,0,44,158,6,14,11,0,0,104,0,0,0,0,0,0,0,0,34,138,0,12,7,0,0,87,0,0,0,0
572,3432,103,2019/6/5,Ê¥≤È?,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,28.62,78.46,0,0,0,2,1,3,5,203,34,31,10,0,0,16,6,3,1,0,0,1,1,1,1,5,0,0,0,0,0,1,0,28,28,5,2,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,36,149,2,11,12,0,0,93,0,0,0,0,0,0,0,0,34,120,5,10,5,0,0,71,1,0,0,0
573,3334,104,2019/6/6,Ê¥≤È?,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,29.78,72.38,0,1,1,1,0,7,4,193,36,33,9,0,0,12,7,1,2,1,0,2,0,0,1,5,0,0,0,0,0,2,0,28,27,9,3,1,17,2,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,41,119,7,11,14,0,0,81,0,0,0,0,0,0,0,0,36,148,3,8,10,0,0,98,1,0,0,0
574,4129,105,2019/6/7,?∞Â?,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30.52,71.29,0,3,0,0,1,7,1,189,29,27,4,0,0,4,6,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,31,30,10,3,1,18,3,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,41,147,7,11,9,0,0,96,0,0,0,0,0,0,0,0,32,138,1,5,13,0,0,88,0,0,0,0
575,8576,106,2019/6/7,Ê¥≤È?,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,29.99,68.75,0,2,2,0,0,7,2,231,39,36,10,2,0,12,9,1,0,1,0,1,1,0,2,10,0,0,0,0,0,0,0,40,32,12,1,0,19,5,1,0,3,0,3,1,1,1,8,0,0,0,0,0,0,0,44,167,7,8,12,0,0,104,1,0,0,0,0,0,0,0,39,152,1,13,5,0,0,101,1,0,0,0
576,5055,107,2019/6/8,?∞Â?,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.32,70.04,0,1,0,0,0,2,9,180,39,28,8,3,0,11,5,0,1,0,3,8,0,0,0,6,0,0,0,0,0,1,0,30,29,5,2,1,12,6,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,33,112,2,9,12,0,0,72,0,0,0,0,0,0,0,0,39,150,7,12,6,0,0,79,0,0,0,0
577,10258,108,2019/6/8,Ê¥≤È?,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,29.49,71.21,0,2,0,2,1,6,8,259,40,37,12,3,0,21,3,0,0,1,0,2,0,0,1,4,0,0,0,0,0,0,0,40,34,13,3,0,22,5,1,1,1,0,4,1,0,2,7,0,0,0,0,0,1,0,45,153,6,5,16,0,2,99,0,0,0,0,0,0,0,0,40,130,8,11,12,0,1,89,0,0,0,0
578,4228,109,2019/6/9,?∞Â?,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,71.08,0.07,2,1,0,2,8,4,248,41,33,7,0,0,7,11,0,0,1,0,6,0,1,1,10,0,0,0,0,0,0,0,35,28,9,1,0,13,3,1,0,3,2,2,0,0,1,8,0,0,0,0,0,0,0,46,142,6,10,14,0,0,88,1,0,0,0,0,0,0,0,41,185,4,5,11,0,0,107,1,0,0,0
579,5115,110,2019/6/9,Ê¥≤È?,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,30.21,69.83,0,4,0,1,0,6,7,226,41,36,12,1,0,16,6,1,0,0,1,2,0,2,1,8,0,0,0,0,0,0,0,40,37,12,1,0,25,7,0,0,0,0,1,0,2,1,8,0,0,0,0,0,0,0,41,136,6,14,4,0,0,91,0,0,0,0,0,0,0,0,41,144,7,12,7,0,2,88,2,0,0,0
580,2898,112,2019/6/12,?∞Â?,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.2,83.67,1.64,2,0,2,4,9,14,313,45,37,15,3,0,21,8,1,0,0,0,7,1,0,0,10,0,0,0,0,0,0,0,52,43,14,2,0,22,8,1,0,0,0,7,0,1,0,16,0,0,0,0,0,0,0,52,200,8,8,14,0,1,119,0,0,0,0,0,0,0,0,51,191,14,13,2,0,0,109,2,0,0,0
581,5540,115,2019/6/14,?∞Ë?,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,23.83,90.95,2.52,1,1,0,0,8,5,205,32,31,6,4,0,10,5,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,43,35,12,4,0,19,9,0,1,1,1,6,0,0,0,8,0,0,0,0,0,1,0,43,168,8,9,6,0,0,104,1,0,0,0,0,0,0,0,37,124,5,8,13,0,0,80,0,0,0,0
582,4102,116,2019/6/14,Ê°ÉÂ?,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,23.48,89.61,2.46,3,1,3,1,8,17,255,48,42,19,3,0,31,7,0,0,0,2,3,0,1,0,7,0,0,0,0,0,0,0,41,40,14,3,0,26,7,1,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,45,178,7,10,11,0,0,116,0,0,0,0,0,0,0,0,48,184,15,11,7,0,0,124,0,0,0,0
583,10079,118,2019/6/15,Ê°ÉÂ?,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,24.56,71.87,0,0,0,0,1,5,8,249,44,39,16,3,0,19,6,1,1,0,0,4,0,1,0,12,0,0,0,0,0,1,0,35,30,6,2,0,8,12,1,0,0,0,4,0,1,1,6,0,0,0,0,0,0,0,39,163,5,6,8,0,0,98,0,0,0,0,0,0,0,0,44,165,8,12,5,0,0,92,2,0,0,0
584,11238,117,2019/6/15,?∞Ë?,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,25.25,65.33,0,0,1,0,0,3,4,213,25,21,8,2,0,10,2,0,0,2,0,0,2,0,2,6,0,0,0,0,0,0,0,41,36,12,0,0,12,9,2,0,2,1,1,1,0,0,11,0,0,0,0,0,0,0,41,148,3,6,12,0,0,94,0,0,0,0,0,0,0,0,37,126,3,8,11,0,0,81,0,0,0,0
585,7016,119,2019/6/16,?∞Ë?,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,28.12,58.38,0,0,0,0,0,0,5,165,29,27,7,0,0,7,5,1,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,32,32,8,0,0,8,10,0,1,0,0,0,0,0,1,5,0,0,0,0,0,1,0,32,115,0,9,5,1,0,78,0,0,0,0,0,0,0,0,37,122,5,9,9,0,0,88,2,0,0,0
586,5234,120,2019/6/16,Ê°ÉÂ?,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,26.8,73.21,0,2,3,1,0,4,12,232,44,41,18,4,1,27,7,2,0,0,1,2,0,0,0,8,0,0,0,0,0,0,0,34,29,7,2,0,15,8,0,0,0,0,4,0,1,1,7,0,0,0,0,0,0,0,38,147,4,9,7,0,0,90,1,0,0,0,0,0,0,0,44,156,9,10,7,0,0,96,0,0,0,0
587,3259,64,2019/6/18,Ê°ÉÂ?,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,28.37,83.12,0,1,0,1,0,5,6,202,37,34,12,3,0,18,6,0,1,0,2,0,1,0,0,6,0,0,0,0,0,1,0,33,30,8,2,0,13,8,1,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,37,140,5,9,7,0,1,88,0,0,0,0,0,0,0,0,39,133,6,12,7,0,1,90,0,0,0,0
588,4619,26,2019/6/19,?∞Ë?,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30.31,69,0,3,0,0,2,7,8,221,35,30,9,5,0,14,3,0,0,0,0,4,1,0,1,7,0,0,0,0,0,0,0,40,38,12,2,1,25,5,2,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,40,138,6,11,12,0,0,88,0,0,0,0,0,0,0,0,42,162,8,10,11,0,2,101,0,0,0,0
